学校,姓名,信息,相关文本
复旦大学,费成巍,https://aero-mech.fudan.edu.cn/9e/22/c25829a171554/page.htm,"费成巍
发布时间：2021-09-02浏览次数：17939



个人概况： 
姓  名：费成巍 博士，青年研究员，博导
职  位：青年研究员
单  位：复旦大学
地  址：中国上海杨浦区邯郸路220号 复旦大学 光华楼东主楼2517室
电  话：021-65643180
Email：cwfei@fudan.edu.cn 
个人网站：https://scholar.google.com.hk/citations?hl=zh-CN&user=emHi_gsAAAAJ（Google Scholar）
https://orcid.org/0000-0001-5333-1055 (ORCID)
研究方向：
长期致力于飞机/航空发动机结构设计、可靠性与健康管理的关键技术研究，旨解决飞机及航空发动机健康管理、智能运维与可靠性设计等领域的前沿科学问题与工程技术难题，支撑国家重点型号飞机或航空发动机研制。主要研究方向包括：
Ø 异构异质多尺度增材制造、先进结构设计技术
Ø 结构强度与可靠性评估、设计优化技术
Ø 智能运维及健康管理技术
Ø 大数据技术、数字孪生技术与智能学习方法及应用
招生专业：
Ø 学术型博士研究生：航空宇航科学与技术
Ø 学术型硕士研究生：航空宇航科学与技术
Ø 专业型博士研究生：电子信息（飞行器设计方向）
Ø 专业型硕士研究生：电子信息（飞行器设计方向）
主要学习/工作经历：
※ 2020/08至今 复旦大学 航空航天系 青年研究员/博导；
※ 2018/10-2020/08 复旦大学 航空航天系 青年研究员/硕导；
※ 2017/12-2018/09 香港科技大学 机械与航空航天工程系，研究员（Research Fellow）；
※ 2015/12-2017/12 香港理工大学 机械工程系，博士后研究员；
※ 2014/09-2015/11 香港理工大学 机械工程系，副研究员（Research Associate）；
※ 2010/09-2014/07 北京航空航天大学 航空宇航推进理论与工程专业，工学博士；
※ 2007/09-2010/03 沈阳航空航天大学航空宇航推进理论与工程，工学硕士；
※ 2003/09-2007/07 福建理工大学（原福建工程学院），电气工程及其自动化，本科。
开设课程：
本科生：《航空发动机原理》、《航空燃气涡轮机结构设计》
"
安徽农业大学,赵刚,https://gxy.ahau.edu.cn/szdw/clgcx.htm,
北京航空航天大学,张超,https://shi.buaa.edu.cn/zhangchao/zh_CN/index.htm,"张超 ( 副研究员 ) 赞38
的个人主页 http://shi.buaa.edu.cn/zhangchao/zh_CN/index.htm
  副研究员   博士生导师   硕士生导师


教育经历
[1].
2004.9 -- 2008.6
北京航空航天大学       机械工程       大学本科毕业       学士学位
[2].
2008.9 -- 2009.6
北京航空航天大学       机械工程       硕士研究生结业
[3].
2012.9 -- 2013.8
阿尔伯塔大学       机械工程       研究生教育       联合培养博士
[4].
2009.9 -- 2014.6
北京航空航天大学       机械工程       博士研究生毕业       博士学位
工作经历
[1].
2019.7 -- 至今
北京航空航天大学      前沿科学技术创新研究院      副研究员      在职
[2].
2014.7 -- 2019.6
北京航空航天大学      自动化科学与电气工程学院      讲师      在职
社会兼职
[1].
2021.12 -- 至今
中国运筹学会可靠性分会 副秘书长
研究方向
[1] 维修决策
[2] 可靠性理论与可靠性试验
[3] 机电系统流体动密封技术
[4] 液压系统故障诊断与寿命预测
[5] 加速寿命试验
其他联系方式
团队成员
团队名称：
机电系统健康服役与可靠性实验室
版权所有 2014-2022 北京航空航天大学  京ICP备05004617-3  文保网安备案号1101080018
地址：北京市海淀区学院路37号  邮编：100191  电话：82317114"
北京科技大学,伍毅,https://me.ustb.edu.cn/shiziduiwu/jiaoshixinxi/2022-11-11/668.html,
大连理工大学,"胡正国（汇报）
 宋学官（导师）",http://faculty.dlut.edu.cn/sxg/zh_CN/xsxx/828145/content/216207.htm,
大连理工大学,"王沐晨（汇报）
宋学官（导师）",https://faculty.dlut.edu.cn/sxg/zh_CN/xsxx/828145/content/218077.htm,
大连理工大学,张帅,http://faculty.dlut.edu.cn/sxg/zh_CN/xsxx/828145/content/211960.htm,"张帅
点击次数：
学号：12104062
所学专业：机械设计及理论
学历：博士研究生
学位：博士
状态：在校
入学日期：2021-09-01
上一条：李鹏
下一条：梁朋伟
辽ICP备05001357号 地址：中国·辽宁省大连市甘井子区凌工路2号 邮编：116024
版权所有：大连理工大学
手机版 访问量：0000670372次
开通时间： 2016.9.9
最后更新时间： 2024.3.21"
大连理工大学 ,"庞勇（汇报）
宋学官（导师）",https://faculty.dlut.edu.cn/sxg/zh_CN/xsxx/828145/content/218077.htm,
东华大学,周笛,https://meccol.dhu.edu.cn/2022/0527/c18681a296139/page.htm,"周笛
发布者：邓士豪发布时间：2022-02-01浏览次数：2158
姓名：
周笛
个人简介：
男，工学博士，讲师，本科与博士就读于东北大学机械工程与自动化学院，于上海交通大学机械与动力工程学院从事博士后工作。2022年加入东华大学机械工程学院。
研究方向：
可靠性工程；故障智能诊断与健康管理；剩余寿命预测；
学术兼职：
中国图学学会计算机图学专业委员会高级会员；中国运筹学会可靠性分会普通会员；中国系统工程学会可靠性分会普通会员；
主讲课程：
《虚拟样机技术及应用》(本科生)、《设计与制造》（本科生）、《现代设计方法》(研究生)
获奖情况：
2023年中国质量协会质量技术二等奖
比赛情况：
作为指导教师带队，2023年清华大学第十八届“东风日产杯”清华IE亮剑全国工业工程应用案例大赛，获全国二等奖；2023年中国大学生机械工程创新创意大赛工业工程与精益管理创新赛，获全国三等奖；第七届上海市工程管理创新大赛，获上海市一等奖。
科研成果：
项目 ：
主持国家自然科学基金青年基金1项，省部级项目2项。同时，参加多项国家自然科学基金面上项目，国家重点研发计划项目、973项目和国家科技支撑计划项目等。
1、国家自然科学基金青年项目: 考虑混合不确定性的采煤机截割部时空特征下动态可靠性与维护优化, 2021.01-2023.12, 项目负责人.
2、航空动力装备振动及控制教育部重点实验室开放课题: 大数据驱动航空发动机健康状态多尺度智能预测研究, 2022.01-2023.12, 项目负责人.
3、上海市科委项目: 全流程机理和数据的双驱动精确建模技术, 2022.09-2024.09, 课题负责人.
4、国家重点研发计划: 钢铁全流程多工序动态协同运行优化技术及示范应用, 2019.11-2023.10, 核心参与成员.
5、国家自然科学基金面上项目: 考虑多源衰退的自动化码头换电式 AGV 维护与调度联合决策, 2021.01-2021.12, 核心参与成员.

论文 ：
发表论文二十余篇，多次于国际学术会议分会场做学术报告，近期部分论文如下：
1、D Zhou, Z Chen, E S Pan, Y M Zhang, Dynamic statistical responses of gear drive based on improvedstochastic iterat"
东南大学,李冰珏,https://me.seu.edu.cn/lbj_50396/listm.htm,"李冰珏副教授硕士生导师
所在院系:机械设计工程系
办公室:机械楼355
电话:
邮箱:libj@seu.edu.cn
个人简介
基本情况｜Basic Information
李冰珏，副教授、硕导，2017年博士毕业于美国代顿大学机械与航空航天工程系，同年入职东南大学机械工程学院机械设计系。主持国自然青年基金等科研项目，在Carbon, Soft Robotics, JMD, JMR等期刊发表SCI论文21篇，在ASME IDETC等学术会议发表论文5篇，授权发明专利2项。主持《机械制图》在线开放课程，获省微课竞赛三等奖、校微课竞赛一等奖、闽瑜奖教金、“优秀班主任”称号、代顿大学Outstanding Ph.D. Research Award等荣誉。
专业方向为机械设计及理论、机构学，目前主要研究兴趣为各类可变形态的刚-柔-软耦合机构设计（实现方式包括但不限于刚性连杆机构、连续体机构、张拉整体机构、折纸机构、柔顺机构、柔性致动器等）、基于轮廓的形态测定学方法及其应用研究（方法包括可变形链、离散余弦变换、本轮圆等，应用对象包括二维/三维曲线、曲面，应用场景包括医学影像处理、生物分类、计算机图像生成等各类涉及形态分析的问题）。

Bingjue Li is an associate professor and master's supervisor who earned her Ph.D. degree in 2017 from the Department of Mechanical and Aerospace Engineering at University of Dayton. In the same year, she joined the Department of Mechanical Design at School of Mechanical Engineering, Southeast University. She has led research projects such as the National Natural Science Foundation for Young Scientists and has published 21 SCI papers in journals such as Carbon, Soft Robotics, "
广东海洋大学,肖小平,https://www.gdou.edu.cn/jnxy/info/1070/1752.htm,"肖小平、印四华博士科研启动费资助项目的公示
作者：印四华、肖小平 　　编辑：陈银怡 　　审核人：陈扬枝 　　来源：无 　　发布日期：2022-12-31
根据《广东海洋大学科研启动项目及经费管理办法》文件精神，经个人申报、专家评审，现将拟立项的高层次人才科研启动经费项目予以公示。公示期为五天，自2022年12月31日至2023年1月4日止。
公示期间，任何单位或个人如有异议均可通过实名方式向学院反映。
联系人：陈银怡
联系电话：0662-2162007


机械与能源工程学院
2022年12月31日

常用链接：
图书馆 教务处 财务处 科技处 研究生院 学校邮箱
友情链接
华南理工大学
北京理工大学
哈尔滨工业大学
北京航空航天大学
南京理工大学
南京航空航天大学
中山大学
广东工业大学
相关链接
广东海洋大学主页
广东海洋大学（阳江校区）主页
海大招生就业指导中心
联系我们
电 话：0662-2162220
E-mail：jnxy@gdou.edu.cn
地址：广东省 阳江市 江城区 罗琴路1号
邮政编码：529500
Copyright ©版权所有：广东海洋大学机械与能源工程学院"
国防科技大学,王前程,https://www.cstam.org.cn/static/file/20191227/20191227152250_821.pdf,
河北工业大学,张鹏,https://www.x-mol.com/university/faculty/262781,"张鹏
张鹏 副教授 硕导 收藏 完善纠错

河北工业大学    机械工程学院
登录后才能查看导师的联系方式，马上登录...
个人简介
张鹏，工学博士,副教授,硕士生导师，乐清市技术创新方法研究院院长，国家技术创新方法与实施工具工程技术中心复杂系统创新研究所所长，国家自然科学基金网评专家。主讲传感器及应用、近代检测技术、测控仪器设计和创新设计等本科课程。
教育经历工作经历
2006年9月-2010年1月，河北工业大学，机械制造及其自动化专业，博士；
2010年4月至2014年11月，河北工业大学，测控技术与仪器专业，讲师；
2014年12月至2016年11月，河北工业大学，测控技术与仪器专业，副教授；
2016年12月至今，河北工业大学，测控技术与仪器专业，副教授，系副主任
研究领域
查看导师最新文章 （温馨提示：请注意重名现象，建议点开原文通过作者单位确认）
主要从事复杂智能装备创新设计与数字化技术等方面的研究。
研究成果
    主持国家自然科学基金面上基金和青年基金项目各一项，主持河北省自然科学基金等省级项目三项。参与了科技部基础专项、863、国家自然科学基金项目、教育部博士点基金、河北省自然基金等纵向及横向科研项目7项。发表在《Advanced Engineering Informatics》、《机械工程学报》、《计算机集成制造系统》、《农业机械学报》、《Key Engineering Materials》、CIRP、IFIP、IEEE等期刊及国际会议上，近五年项目申请人发表论文20余篇，其中被SCI、EI检索10余篇，授权发明专利六项，申请发明专13项。
学术兼职
国家自然科学基金网评专家,乐清市技术创新方法研究院院长,创新方法研究院会员，《计算机集成制造系统》和《机械设计》等杂志审稿人。
我收藏的导师
>
最便捷的期刊搜索
>
免费课题组网站
>
推荐链接
查看河北工业大学机械工程学院更多老师
查看更多学校老师
超过8,000万篇英文文献供您搜索
最便捷的查找参考文献方式，通过DOI或期刊名+年+卷+页码，一键直达
学术期刊
行业资讯
全球导师
X-MOL问答
求职广场
网址导航
关于我们
帮助中心
客服邮箱：service@x-mol.com
官方微信：X-molTeam2
邮编：100098
地址：北京市海淀区知春路56号中航科技大厦
        "
河北工业大学,冯世哲,https://mes.hebut.edu.cn/szdw/jsml/lxx/a0aee935098c46e2af73e81895603149.htm,"冯世哲
时间：2022-01-08 来源： 作者： 访问量：9284
简介

冯世哲，男，河北工业大学机械工程学院讲师，硕导。
教育工作经历

2019.3-至今 河北工业大学 机械工程学院
2015.2-2019.2 中国矿业大学 机电工程学院
2005.9-2014.6 湖南大学 机械与运载工程学院

研究方向

高性能计算方法、疲劳可靠性、人工智能算法及工程应用。

研究成果
学术论文
1. Wang M.M, Feng S.Z., Atilla I., Grzegorz K., Li Z.X. Structural fatigue life prediction considering model uncertainties through a novel digital twin-driven approach. Computer Methods in Applied Mechanics and Engineering. 2022, 391: 114512 （Top 期刊）
2. Feng S.Z., Han X., Li Z.X., Atilla I. Ensemble learning for remaining fatigue life prediction of structures with stochastic parameters: A data-driven approach. Applied Mathematical Modelling. 2022, 101: 420-431 （Top 期刊）
3. Feng S.Z., Xu Y., Han X., Li Z.X., Atilla I. A phase field and deep-learning based approach for accurate prediction of structural residual useful life. Computer Methods in Applied Mechanics and Engineering. 2021, 383: 113885 （Top 期刊）
4. Feng S.Z., Han X., Ma Z.J., Grzegorz K., Li Z.X. Data-driven algorithm for real-time fat"
河南工业大学,朱亚威,https://jdxy.haut.edu.cn/info/1220/6916.htm,
河南科技大学,程立,https://www.facebook.com/wchengli/,"程立 
展开
好友
照片
视频
简介
工作
无工作地点可显示
大学
曾经就读：河南科技大学
2007 届
高中
无学校资料可显示
照片
所有照片
名为程立的其他用户
程立
程立
樂天居客
方程立
查看更多
其他名字相似的用户
To Cheng Ki
Heng Cheng
Lørñg Bēē
Richard Empleo
Cheng
Chập Cheng
Ши'Лян Юн'Ченг
Say Cheng
Co Cai Con Cac
Cheng
Cheng Tsis Muaj Xeem
隐私权政策
  · 服务条款
  · 广告
  · Ad Choices
  · Cookie
  · 更多
  · Meta © 2024
上 Facebook 查看更多内容
邮箱或手机号
密码
登录
忘记密码了？
或
新建账户"
华东交通大学,肖伟,https://rsc.ecjtu.edu.cn/info/1080/1585.htm,"肖伟、刘前结、钟纯、周林根9人为专任教师，现予以公示。公示时间自2022年5月25日至5月31日。如有异议，请于5月31日前向人事处或纪委机关反映。
联系电话：0791-87046804（人事处）
  0791-87046333（纪委机关）
华东交通大学拟聘用人员名单
序号
姓  名
性别
学历（学位）
毕业学校及专业
拟聘用
单位
1
许贝
女
博士研究生
（博士）
国防科技大学
机械工程
电气学院
2
袁亚龙
男
博士研究生
（博士）
东南大学
交通运输工程
交通学院
3
聂彪
男
博士研究生
（博士）
西安建筑科技大学
结构工程
交通学院
4
  陶俐芝
女
博士研究生
（博士）
湖南师范大学
地图学与地理信息系统
交通学院
5
彭志鹏
男
博士研究生
（博士）
长安大学
交通运输规划与管理
交通学院
6
肖伟
男
博士研究生
（博士）
湖南大学
机械工程
机电学院
7
刘前结
男
博士研究生
（博士）
厦门大学
车辆工程
机电学院
8
钟纯
男
博士研究生
（博士）
南京大学
中国哲学
马克思主义学院
9
周林根
男
博士研究生
（博士）
南京大学
社会学
马克思主义学院
    华东交通大学人事处
2022年5月25日  
  责任编辑：徐涛
通讯地址：江西省南昌市经济技术开发区双港东大街808号
邮  箱：hro@ecjtu.edu.cn
联系电话：0791-87046604
传  真：0791-87046800
华交教工微信公众号
版权所有权：华东交通大学 技术支持：江西行云科技有限公司"
华南理工大学,朱本亮,https://www.scholarmate.com/P/yMvmQr?,"朱本亮
科研之友号:
44710040
华南理工大学
主页
成果
https://www.scholarmate.com/P/yMvmQr
share
2
项目
213
成果
2456
阅读
23
下载
2277
被引
28
H-指数
学科分类
机器人与机构学
关键词
柔顺机构
拓扑优化
精密定位
微纳操作工具
工作经历
华南理工大学
机械与汽车工程学院, 讲师, 2016-01至现在
联系信息
phone
email
相关人员
查看更多
王日鑫
刘敏
华东交通大学, 副教授
金莫辉
华南农业大学, 讲师
张横
上海理工大学, 博士后
莫嘉嗣
华南农业大学, 副教授

关注科研之友
关于我们| 隐私政策| 服务条款| 联系我们
©2023 深圳市科研之友网络服务有限公司 粤B2-20110417 粤公网安备 44030502000213粤ICP备16046710号
爱瑞思软件(深圳)有限公司"
南昌大学,杜兴,https://teacher.ncu.edu.cn/publish/092998/,"杜兴
国籍：
中国
性别：
男
毕业院校：
重庆大学
职称：
讲师
学位：
博士
电子邮件：
duxing@ncu.edu.cn
所在单位：
先进制造学院
办公地址：
机电楼D421
个人信息
杜兴，男，1992年10月生，重庆大学机械传动国家重点实验室机械工程博士，南昌大学先进制造学院讲师，长期致力于行星滚柱丝杠、直线导轨等滚动功能部件的啮合机理、设计制造和测试等方面的研究，在《Tribology International》和《Mechanism and Machine Theory》等国际权威期刊发表SCI论文10余篇，授权发明专利3项；主持了江西省自然科学基金项目1项，教育部协同育人项目1项，作为骨干成员参与了航空发动机及燃气轮机重大专项、国家重点研发计划“智能机器人”重点专项等课题，担任《Tribology International》、《Chaos, Solitons and Fractals》、《 International Journal of Advanced Manufacturing Technology》和《Advanced Theory and Simulations》等国际期刊审稿人。
教育经历
[1] - 重庆大学机械传动国家重点实验室博士
工作履历
[1] - 2021年8月~至今 南昌大学先进制造学院 机械工程系
科研项目
[1] 复杂工况下行星滚柱丝杠副磨损失效机理及试验研究，江西省自然科学青年基金项目，10万，2023.01~2025.12 (主持)
[2] 智能设计与仿真技术课程与实践建设，教育部产学合作协同育人项目，5万，2022.09~2024.09 (主持)
科研成果
1、发表论文
[1]     Du Xing, Lu Shiyi, Tang Rui, Li Xiaobing, Miao Jiacheng, Wu Longyong, Yang Zan, Chen Bingkui. An efficient method for designing high-performance planetary roller screw mechanism with low contact stress. Tribology International, 2023, 108709. (SCI, 中科院一区Top IF：6.2)
["
"南昌大学
华中科技大学（博后）",谢贤达,https://mse.hust.edu.cn/szdw/bsh.htm,"谢贤达
何慕
徐伟
伍乘星
王超
陈航
李虎
刘齐浩
陈浩杰
李安
沙伟
罗未知
张涛
徐雄仕
张硕
田野
马贵君
刘灿宇
上页1下页
通讯地址：湖北省武汉市洪山区珞喻路1037号先进制造大楼
邮政编码：430074
联系电话：027-87543770
学院邮箱：mse@hust.edu.cn
友情链接
华中科技大学
广东华中科技大学工业技术研究院
湖北省专用汽车研究院
智能制造装备与技术全国重点实验室
华中科技大学无锡研究院
襄阳华中科技大学先进制造工程研究院
国家数字化设计与制造创新中心
武汉智能装备工业技术研究院
泉州华中科技大学智能制造研究院
国家智能设计与数控技术创新中心
关注我们
学院微信公众号
Copyright © 华中科技大学机械科学与工程学院 版权所有本网站所使用的方正字体由方正电子免费公益授权"
宁夏大学,侯才生,https://jxgc.nxu.edu.cn/info/1157/5332.htm,"侯才生 讲师
电　　话：
0951-2062998
邮　　箱：
houcs2019@163.com
办公地点：
文萃校区明远楼508室
个人简介
荣誉获奖
研究方向
论文专著与专利


友情链接
宁夏大学信息门户 宁夏大学本科生院 宁夏大学研究生院 宁夏大学科学技术研究院 宁夏大学资产与实验室管理处 宁夏大学教务运行保障部 宁夏大学图书馆 宁夏大学新闻网 上海交通大学机械与动力工程学院 西安交通大学机械工程学院
关于我们
E-mail: jxgc@nxu.edu.cn
联系地址：宁夏银川西夏区贺兰山西路539号
                 宁夏大学文萃校区
邮 编：750021
联系我们
综合办公室：0951-2062086
本科生培养办公室：0951-2062851
研究生培养办公室：0951-2062002
扫一扫关注我们
©CopyRight 2022，宁夏大学机械工程学院"
上海第二工大学,吴子豪,https://imce.sspu.edu.cn/2023/1213/c2852a124998/pagem.psp,
上海海事大学,王尧,https://ls.shmtu.edu.cn/2023/0911/c7569a215563/page.htm,"王尧
一、基础信息
个人简介：王尧，男，汉族，一九八八年一月生，山西平遥人，中共党员，工学博士、博士后、副教授。主要从事专业：机械设计及理论相关教学研究工作；主要研究方向：系统动力学与控制、接触力学、特种/医疗机器人系统设计等。
（一）个人基础信息
性别：男
出生年月：1988.01.21
职务：副教授
博硕导：硕士生导师
电子邮箱：wangyao@shmtu.edu.cn
联系电话：021-38282686
（二）教育经历
于太原科技大学机械工程专业，取得博士学位
于太原科技大学机械设计及理论专业，取得硕士学位
于太原科技大学机械设计制造及其自动化专业，取得本科学位
（三）工作经历
曾就职于上海交通大学机械与动力工程学院，博士后、助理研究员
（四）国际交流与合作经历
曾前往美国奥本大学（Auburn University，USA），任访问学者一年
（五）社会兼职
国家自然科学基金委员会函评专家、上海市科学技术委员会专家
二、科学研究
（一）研究领域及科研团队
研究领域：机械工程/机械设计及理论、工程技术学科/机械设计学
科研团队：人工智能系统与应用团队
（二）科研项目
[1] 国家自然科学基金青年项目（52105267），2022-2024，主持
[2] 企事业单位委托科技项目（H20220287），2022-2023，主持
（三）代表性论文成果
[1] Yao Wang, Zhuang Fu*, Jian Fei. Analyses for simulation-based solution of fluid-structure interaction in percutaneous coronary intervention[J]. Proceedings of the Institution of Mechanical Engineers, Part C: Journal of Mechanical Engineering Science, 2023, 237(15): 3343-3362. (SCI/EI)
[2] Rong-Li Xie, Yao Wang, Yan-Na Zhao, Jun Zhang, Guang-Biao Chen, Jian Fei*, Zhuang Fu*. Lung nodule pre-diagnosis and inser"
上海交通大学,毕尤一,https://www.ji.sjtu.edu.cn/cn/spotlight-zh/2020-03-04/88022/,"毕尤一，密院助理教授，2019年8月入职，美国普渡大学博士，西北大学博士后，研究方向包括：数据驱动设计，设计理论，设计优化，网络分析建模，决策理论，机器学习等，参与多项美国国家科学基金项目和汽车企业科研项目，发表国际期刊和会议论文15篇。
讲座题目：Data-driven Network Analysis and Modeling in Design for Market Systems
讲座简介：在高度竞争的市场中，产品、消费者、设计者等不同元素共同组成了一个复杂的设计生态系统（Design Ecosystem）。这些元素之间的相互影响为产品的优化设计提供了重要的参考。作为一种对复杂关系进行分析和数学建模的方法，网络分析（Network Analysis）近年来在设计领域得到了广泛的关注。
  翟邦昭，2015级直博生，来自无线网络与人工智能实验室，师从王旭东教授，研究方向为5G网络、毫米波/太赫兹通信、无线感知系统等。目前已发表一作SCI期刊论文2篇、国际会议论文2篇。
讲座题目：Analog MUSIC: A Concurrent Beam Training Scheme for Multiple Users in mm-Wave Communication Systems
讲座简介：随着诸如移动VR/AR等各种各样的应用场景的涌现，无线数据流量持续攀升。为了支持这种日益增长的无线传输需求，无线网络容量亟需进一步提升。与过去无线通信常用的6GHz以下的频段相比，毫米波频段（30-300GHz）具有更多的频谱资源，有望实现更大的网络容量，因此，毫米波通信成为了下一代WiFi网络和5G移动通信网络中的重要组成部分。此次分享将介绍我们为了提高毫米波通信的效率而设计的一套多用户同时波束训练的算法和机制。
陈慧，2015级直博生，研究方向为量子反馈控制及其在量子技术中的应用。2017-2018期间参加国家公派联合培养博士项目（美国加州大学伯克利分校访学）。在学期间发表一作SCI期刊论文1篇（另有1篇在审）。
讲座题目：Quantum Feedback Control: both Measurement-based and Coherent
讲座简介：反馈控制是经典控制方法中很重要的一类，因为它可以有效的减弱噪声和扰动对系统动态演化的影响。随着实验条件的发展和进步，我们也"
太原理工大学,李国兴,https://mc.tyut.edu.cn/info/1024/3619.htm,"李国兴 个人简历
    地址：山西省太原市迎泽西大街79号   邮编： 030024   电话：0351-6014008   邮箱：jxgcxytyut@163.com
版权所有：太原理工大学机械与运载工程学院　晋ICP备05000465号　晋公网安备14010902001616号"
武汉大学,孙韵韵,https://pmc.whu.edu.cn/info/1018/16217.htm,"孙韵韵
分类：院内新闻 作者： 来源： 时间：2022-05-11 访问量：4380
一、基本信息
姓名：孙韵韵
职称：副研究员、硕士生导师
电子邮箱：sunyunyun@whu.edu.cn
联系方式：15201463452（微信同号）
研究方向：机械结构界面接触力学
二、科研
以第一或通讯作者在International Journal of Mechanical Sciences、Tribology International、Tribology Letters、International Journal of Solids and Structures、Applied Mathematical Modelling、European Journal of Mechanics-A/Solids、International Journal of Non-Linear Mechanics、机械工程学报等权威期刊发表SCI/EI论文20余篇，主持国家自然科学基金青年科学基金、湖北省自然科学基金面上项目、武汉市知识创新专项曙光计划项目、机械系统与振动国家重点实验室开放课题、机械结构力学及控制国家重点实验室开放课题、中央高校基本科研业务费等科研项目。担任中国机械工程学会机械设计分会青年委员、湖北省机械工程学会摩擦学专业委员会理事等学术职务。
三、教学
本科生课程：
[1] 《机械动力学基础》（主讲）
[2] 《机械原理》（参讲）
研究生课程：
[1] 《机械动力学》（主讲）


上一篇：李小勇
下一篇：郭菁
武汉大学动力与机械学院
WHU青春永动机
版权所有?2020 武汉大学动力与机械学院 地址：中国 武汉 珞珈山 邮编：430072 邮箱：1234567@whu.edu.cn
友情链接"
西安建筑科技大学,辜裕城,https://arch.xauat.edu.cn/Index/Index/teacherb.html,
西安交通大学,陈飞,https://clet.xjtu.edu.cn/info/1055/3184.htm,"陈飞-教授、博导
来源：       时间：2017-09-20      点击量：25223
姓名
陈飞
职称
教授
系所
化学工程系
职务
无
办公地址
化工行政楼111
学位
博士
邮箱
feichen@xjtu.edu.cn
研究领域
高分子化工、高分子复合材料、高分子流变学
教师个人主页
http://feichen.gr.xjtu.edu.cn
上一篇：杨卷-副教授、博导
下一篇：杨敏博-副教授
地址：中国西部科技创新港19号楼  邮编：710049
电话：（029）88965843
Email：scet@xjtu.edu.cn
官方微信
版权所有：西安交通大学化学工程与技术学院 设计与制作：西安交通大学网络信息中心"
西华大学,陈科,https://rsc.xhu.edu.cn/f1/26/c3234a192806/page.htm,"陈科
1993.09
西南石油大学
机械工程
博士
教师岗位
郫都校区
25
机械工程学院
曹楠普
1992.05
西南交通大学
机械设计及理论
博士
教师岗位
郫都校区
26
现代农业装备研究院
佘映军
1995.07
中国农业科学院
农业水土工程
博士
教师岗位
郫都校区
27
现代农业装备研究院
李晶
1994.04
西南大学
农业机械化工程
博士
教师岗位
郫都校区
28
外国语学院
季龙飞
1988.06
琉球大学
比较区域文化
博士
教师岗位
郫都校区
29
外国语学院
欧兰清
1986.09
西北民族大学
中国语言文学
博士
教师岗位
郫都校区
30
理学院
刘康桥
1997.01
东京大学
物理学
博士
教师岗位
郫都校区
31
理学院
刘美艳
1993.05
四川大学
基础数学
博士
教师岗位
郫都校区
32
理学院
邓茜木
1990.11
佛罗里达州立大学
统计学
博士
教师岗位
郫都校区
33
理学院
牟映坪
1993.08
北京师范大学
凝聚态物理
博士
教师岗位
郫都校区
34
理学院
旷欣宇
1994.05
四川师范大学
数学
博士
教师岗位
郫都校区
35
建筑与土木工程学院
周攀
1994.02
同济大学
土木工程
博士
教师岗位
郫都校区
36
建筑与土木工程学院
赵福超
1993.05
四川大学
土木工程
博士
教师岗位
郫都校区
37
建筑与土木工程学院
李聘聘
1989.08
西南交通大学
土木工程
博士
教师岗位
郫都校区
38
建筑与土木工程学院
徐倩
1992.07
四川大学
固体力学
博士
教师岗位
郫都校区
39
建筑与土木工程学院
胡七丹
1996.01
四川大学
土木工程建造与管理
博士
教师岗位
郫都校区
40
应急管理学院
张慧
1995.10
北京交通大学
安全科学与工程
博士
教师岗位
郫都校区
41
应急管理学院
周雨荷
1995.12
重庆大学
化学工程与技术
博士
教师岗位
郫都校区
42
应急管理学院
蒋灶
1993.02
重庆大学
安全科学与工程
博士
教师岗位
郫都校区
43
经济学院
王娜
1991.03
中国人民大学
区域经济学
博士
教师岗位
郫都校区
44
经济学院
李董林
1991.11
中国农业大学
国际贸易学
博士
教师岗位
郫都校区
45
经济学院
刘建霞
1991.12
四川"
湘潭大学,"张志强（学生）
张建平（博导）",https://jxgc.xtu.edu.cn/info/1108/5248.htm,
